59595.3487146	4.43670442626e-66
89168.6856842	1.21495585123e-65
133417.366928	3.32705895778e-65
199623.82154	9.11088357433e-65
298684.279593	2.49494224654e-64
446902.069042	6.83219883429e-64
668670.810483	1.8709427433e-63
1000489.10883	5.12342634284e-63
1496967.47817	1.40300912919e-62
2239816.11686	3.84202774644e-62
3351292.73713	1.05210842162e-61
5014323.68731	2.88111435915e-61
7502609.89215	7.88970012965e-61
11225672.4344	2.16053097435e-60
16796251.36	5.9164404406e-60
25131150.1736	1.62016966675e-59
37602122.9683	4.43670442626e-59
56261637.1301	1.21495585123e-58
84180667.5443	3.32633568781e-58
125954116.334	8.33838636537e-58
188457039.89	1.28292361967e-57
281976142.726	1.30098366936e-57
421902758.914	1.1213287955e-57
631265951.292	9.18150482775e-58
944522624.801	7.40348622969e-58
1413228429.22	5.94290179106e-58
2114522766.0	4.76415967971e-58
3163824358.11	3.81773589173e-58
4733826814.22	3.05897717992e-58
7082920469.22	2.45093725402e-58
10597718155.3	1.96373977051e-58
15856683777.2	1.57338297162e-58
23725335654.9	1.26062116636e-58
35498693159.7	1.01003084939e-58
53114410450.3	8.09253620831e-59
79471674768.2	6.48387535544e-59
1.18908353438e+11	5.19498916349e-59
1.77914918221e+11	4.16231222694e-59
2.66202644393e+11	3.33491334173e-59
3.98301888288e+11	2.67198946776e-59
5.95953487146e+11	2.14083833679e-59
8.91686856842e+11	1.71528859746e-59
1.33417366928e+12	1.37435703804e-59
1.9962382154e+12	1.10098548325e-59
2.98684279593e+12	8.82064202852e-60
4.46902069042e+12	7.07608013776e-60
6.68670810483e+12	5.64896882484e-60
1.00048910883e+13	4.49687416956e-60
1.49696747817e+13	3.44801198525e-60
2.23981611686e+13	2.69774391988e-60
3.35129273713e+13	3.69377745921e-60
5.01432368731e+13	0.0
7.50260989215e+13	0.0
1.12256724344e+14	0.0
1.679625136e+14	0.0
2.51311501736e+14	0.0
3.76021229683e+14	0.0
5.62616371301e+14	0.0
8.41806675443e+14	0.0
1.25954116334e+15	0.0
1.8845703989e+15	0.0
2.81976142726e+15	0.0
4.21902758914e+15	0.0
6.31265951292e+15	0.0
9.44522624801e+15	0.0
1.41322842922e+16	0.0
2.114522766e+16	0.0
3.16382435811e+16	0.0
4.73382681422e+16	0.0
7.08292046922e+16	0.0
1.05977181553e+17	0.0
1.58566837772e+17	0.0
2.37253356549e+17	0.0
3.54986931597e+17	0.0
5.31144104503e+17	0.0
7.94716747682e+17	0.0
1.18908353438e+18	0.0
1.77914918221e+18	0.0
2.66202644393e+18	0.0
3.98301888288e+18	0.0
